File,ChangeType,FileHuman,WorkingDir,PrevName,severity,severityIcon
Canvases/mule__dataloaderio_v2_oauth_c4s__dataloaderio_v2_oauth_c4sCanvas.Canvas-meta.xml,A,CanvasMetadata mule__dataloaderio_v2_oauth_c4s__dataloaderio_v2_oauth_c4sCanvas,,,log,📰
apexEmailNotifications/apexEmailNotifications.notifications-meta.xml,A,apexEmailNotifications/apexEmailNotifications.notifications-meta.xml,,,log,📰
appMenus/AppSwitcher.appMenu-meta.xml,A,AppMenu AppSwitcher,,,log,📰
appMenus/Salesforce1.appMenu-meta.xml,A,AppMenu Salesforce1,,,log,📰
applications/Dreamhouse.app-meta.xml,A,CustomApplication Dreamhouse,,,log,📰
assignmentRules/Case.assignmentRules-meta.xml,A,AssignmentRules Case,,,log,📰
assignmentRules/Lead.assignmentRules-meta.xml,A,AssignmentRules Lead,,,log,📰
aura/auraPropertyListMap/auraPropertyListMap.cmp,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMap.cmp,,,log,📰
aura/auraPropertyListMap/auraPropertyListMap.cmp-meta.xml,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMap.cmp-meta.xml,,,log,📰
aura/auraPropertyListMap/auraPropertyListMap.css,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMap.css,,,log,📰
aura/auraPropertyListMap/auraPropertyListMap.design,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMap.design,,,log,📰
aura/auraPropertyListMap/auraPropertyListMapController.js,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMapController.js,,,log,📰
aura/auraPropertyListMap/auraPropertyListMapHelper.js,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMapHelper.js,,,log,📰
aura/auraPropertyListMap/auraPropertyListMapRenderer.js,A,AuraDefinitionBundle auraPropertyListMap/auraPropertyListMapRenderer.js,,,log,📰
aura/pageTemplate_2_7_3/pageTemplate_2_7_3.cmp,A,AuraDefinitionBundle pageTemplate_2_7_3/pageTemplate_2_7_3.cmp,,,log,📰
aura/pageTemplate_2_7_3/pageTemplate_2_7_3.cmp-meta.xml,A,AuraDefinitionBundle pageTemplate_2_7_3/pageTemplate_2_7_3.cmp-meta.xml,,,log,📰
aura/pageTemplate_2_7_3/pageTemplate_2_7_3.design,A,AuraDefinitionBundle pageTemplate_2_7_3/pageTemplate_2_7_3.design,,,log,📰
aura/pageTemplate_2_7_3/pageTemplate_2_7_3.svg,A,AuraDefinitionBundle pageTemplate_2_7_3/pageTemplate_2_7_3.svg,,,log,📰
autoResponseRules/Case.autoResponseRules-meta.xml,A,AutoResponseRules Case,,,log,📰
autoResponseRules/Lead.autoResponseRules-meta.xml,A,AutoResponseRules Lead,,,log,📰
channelLayouts/Knowledge__kav.Channel_Mapping_Chat_Preconfigured.channelLayout-meta.xml,A,ChannelLayout Knowledge__kav.Channel_Mapping_Chat_Preconfigured,,,log,📰
channelLayouts/Knowledge__kav.Channel_Mapping_Email_Preconfigured.channelLayout-meta.xml,A,ChannelLayout Knowledge__kav.Channel_Mapping_Email_Preconfigured,,,log,📰
classes/FileUtilities.cls,A,ApexClass FileUtilities,,,log,📰
classes/FileUtilities.cls-meta.xml,A,ApexClass FileUtilities,,,log,📰
classes/FileUtilitiesTest.cls,A,ApexClass FileUtilitiesTest,,,log,📰
classes/FileUtilitiesTest.cls-meta.xml,A,ApexClass FileUtilitiesTest,,,log,📰
classes/GeocodingService.cls,A,ApexClass GeocodingService,,,log,📰
classes/GeocodingService.cls-meta.xml,A,ApexClass GeocodingService,,,log,📰
classes/GeocodingServiceTest.cls,A,ApexClass GeocodingServiceTest,,,log,📰
classes/GeocodingServiceTest.cls-meta.xml,A,ApexClass GeocodingServiceTest,,,log,📰
classes/PagedResult.cls,A,ApexClass PagedResult,,,log,📰
classes/PagedResult.cls-meta.xml,A,ApexClass PagedResult,,,log,📰
classes/PropertyController.cls,A,ApexClass PropertyController,,,log,📰
classes/PropertyController.cls-meta.xml,A,ApexClass PropertyController,,,log,📰
classes/SampleDataController.cls,A,ApexClass SampleDataController,,,log,📰
classes/SampleDataController.cls-meta.xml,A,ApexClass SampleDataController,,,log,📰
classes/TestPropertyController.cls,A,ApexClass TestPropertyController,,,log,📰
classes/TestPropertyController.cls-meta.xml,A,ApexClass TestPropertyController,,,log,📰
classes/TestSampleDataController.cls,A,ApexClass TestSampleDataController,,,log,📰
classes/TestSampleDataController.cls-meta.xml,A,ApexClass TestSampleDataController,,,log,📰
cleanDataServices/DataCloudGeoLocation.cleanDataService-meta.xml,A,CleanDataService DataCloudGeoLocation,,,log,📰
communities/Internal Zone.community-meta.xml,A,Community Internal Zone,,,log,📰
contentassets/BOTanicals.asset,A,ContentAsset BOTanicals,,,log,📰
contentassets/BOTanicals.asset-meta.xml,A,ContentAsset BOTanicals,,,log,📰
contentassets/dreamhouselogo.asset,A,ContentAsset dreamhouselogo,,,log,📰
contentassets/dreamhouselogo.asset-meta.xml,A,ContentAsset dreamhouselogo,,,log,📰
contentassets/dreamhouselogosquare.asset,A,ContentAsset dreamhouselogosquare,,,log,📰
contentassets/dreamhouselogosquare.asset-meta.xml,A,ContentAsset dreamhouselogosquare,,,log,📰
customPermissions/Onboarding_Lead.customPermission-meta.xml,A,CustomPermission Onboarding_Lead,,,log,📰
dataSources/OrderDB.dataSource-meta.xml,A,ExternalDataSource OrderDB,,,log,📰
email/Discount_Request_Responses.emailFolder-meta.xml,A,EmailTemplate Discount_Request_ResponsesFolder-meta.xml,,,log,📰
email/Discount_Request_Responses/Discount_Approved.email,A,EmailTemplate Discount_Request_Responses/Discount_Approved,,,log,📰
email/Discount_Request_Responses/Discount_Approved.email-meta.xml,A,EmailTemplate Discount_Request_Responses/Discount_Approved,,,log,📰
email/Discount_Request_Responses/Discount_Rejected.email,A,EmailTemplate Discount_Request_Responses/Discount_Rejected,,,log,📰
email/Discount_Request_Responses/Discount_Rejected.email-meta.xml,A,EmailTemplate Discount_Request_Responses/Discount_Rejected,,,log,📰
email/unfiled$public/Account_Change_1711303166509.email,A,EmailTemplate unfiled$public/Account_Change_1711303166509,,,log,📰
email/unfiled$public/Account_Change_1711303166509.email-meta.xml,A,EmailTemplate unfiled$public/Account_Change_1711303166509,,,log,📰
email/unfiled$public/Case_Assigned_Sample_1714601664572.email,A,EmailTemplate unfiled$public/Case_Assigned_Sample_1714601664572,,,log,📰
email/unfiled$public/Case_Assigned_Sample_1714601664572.email-meta.xml,A,EmailTemplate unfiled$public/Case_Assigned_Sample_1714601664572,,,log,📰
email/unfiled$public/Case_Closed_Sample_1714601664740.email,A,EmailTemplate unfiled$public/Case_Closed_Sample_1714601664740,,,log,📰
email/unfiled$public/Case_Closed_Sample_1714601664740.email-meta.xml,A,EmailTemplate unfiled$public/Case_Closed_Sample_1714601664740,,,log,📰
email/unfiled$public/Case_Created_or_Updated_Sample_1714601664399.email,A,EmailTemplate unfiled$public/Case_Created_or_Updated_Sample_1714601664399,,,log,📰
email/unfiled$public/Case_Created_or_Updated_Sample_1714601664399.email-meta.xml,A,EmailTemplate unfiled$public/Case_Created_or_Updated_Sample_1714601664399,,,log,📰
email/unfiled$public/CommerceReorderPortalInvitation.email,A,EmailTemplate unfiled$public/CommerceReorderPortalInvitation,,,log,📰
email/unfiled$public/CommerceReorderPortalInvitation.email-meta.xml,A,EmailTemplate unfiled$public/CommerceReorderPortalInvitation,,,log,📰
email/unfiled$public/Email_to_Case_Sample_1714601664634.email,A,EmailTemplate unfiled$public/Email_to_Case_Sample_1714601664634,,,log,📰
email/unfiled$public/Email_to_Case_Sample_1714601664634.email-meta.xml,A,EmailTemplate unfiled$public/Email_to_Case_Sample_1714601664634,,,log,📰
email/unfiled$public/MarketingProductInquiryResponse.email,A,EmailTemplate unfiled$public/MarketingProductInquiryResponse,,,log,📰
email/unfiled$public/MarketingProductInquiryResponse.email-meta.xml,A,EmailTemplate unfiled$public/MarketingProductInquiryResponse,,,log,📰
email/unfiled$public/SUPPORTSelfServiceNewCommentNotificationSAMPLE.email,A,EmailTemplate unfiled$public/SUPPORTSelfServiceNewCommentNotificationSAMPLE,,,log,📰
email/unfiled$public/SUPPORTSelfServiceNewCommentNotificationSAMPLE.email-meta.xml,A,EmailTemplate unfiled$public/SUPPORTSelfServiceNewCommentNotificationSAMPLE,,,log,📰
email/unfiled$public/SUPPORTSelfServiceNewUserLoginInformationSAMPLE.email,A,EmailTemplate unfiled$public/SUPPORTSelfServiceNewUserLoginInformationSAMPLE,,,log,📰
email/unfiled$public/SUPPORTSelfServiceNewUserLoginInformationSAMPLE.email-meta.xml,A,EmailTemplate unfiled$public/SUPPORTSelfServiceNewUserLoginInformationSAMPLE,,,log,📰
email/unfiled$public/SUPPORTSelfServiceResetPasswordSAMPLE.email,A,EmailTemplate unfiled$public/SUPPORTSelfServiceResetPasswordSAMPLE,,,log,📰
email/unfiled$public/SUPPORTSelfServiceResetPasswordSAMPLE.email-meta.xml,A,EmailTemplate unfiled$public/SUPPORTSelfServiceResetPasswordSAMPLE,,,log,📰
email/unfiled$public/SalesNewCustomerEmail.email,A,EmailTemplate unfiled$public/SalesNewCustomerEmail,,,log,📰
email/unfiled$public/SalesNewCustomerEmail.email-meta.xml,A,EmailTemplate unfiled$public/SalesNewCustomerEmail,,,log,📰
email/unfiled$public/SupportCaseAssignmentNotification.email,A,EmailTemplate unfiled$public/SupportCaseAssignmentNotification,,,log,📰
email/unfiled$public/SupportCaseAssignmentNotification.email-meta.xml,A,EmailTemplate unfiled$public/SupportCaseAssignmentNotification,,,log,📰
email/unfiled$public/SupportCaseCreatedPhoneInquiries.email,A,EmailTemplate unfiled$public/SupportCaseCreatedPhoneInquiries,,,log,📰
email/unfiled$public/SupportCaseCreatedPhoneInquiries.email-meta.xml,A,EmailTemplate unfiled$public/SupportCaseCreatedPhoneInquiries,,,log,📰
email/unfiled$public/SupportCaseCreatedWebInquiries.email,A,EmailTemplate unfiled$public/SupportCaseCreatedWebInquiries,,,log,📰
email/unfiled$public/SupportCaseCreatedWebInquiries.email-meta.xml,A,EmailTemplate unfiled$public/SupportCaseCreatedWebInquiries,,,log,📰
email/unfiled$public/SupportCaseResponse.email,A,EmailTemplate unfiled$public/SupportCaseResponse,,,log,📰
email/unfiled$public/SupportCaseResponse.email-meta.xml,A,EmailTemplate unfiled$public/SupportCaseResponse,,,log,📰
email/unfiled$public/SupportEscalatedCaseNotification.email,A,EmailTemplate unfiled$public/SupportEscalatedCaseNotification,,,log,📰
email/unfiled$public/SupportEscalatedCaseNotification.email-meta.xml,A,EmailTemplate unfiled$public/SupportEscalatedCaseNotification,,,log,📰
email/unfiled$public/SupportEscalatedCaseReassignment.email,A,EmailTemplate unfiled$public/SupportEscalatedCaseReassignment,,,log,📰
email/unfiled$public/SupportEscalatedCaseReassignment.email-meta.xml,A,EmailTemplate unfiled$public/SupportEscalatedCaseReassignment,,,log,📰
email/unfiled$public/SupportSelfServiceNewLoginandPassword.email,A,EmailTemplate unfiled$public/SupportSelfServiceNewLoginandPassword,,,log,📰
email/unfiled$public/SupportSelfServiceNewLoginandPassword.email-meta.xml,A,EmailTemplate unfiled$public/SupportSelfServiceNewLoginandPassword,,,log,📰
email/unfiled$public/SupportSelfServiceResetPassword.email,A,EmailTemplate unfiled$public/SupportSelfServiceResetPassword,,,log,📰
email/unfiled$public/SupportSelfServiceResetPassword.email-meta.xml,A,EmailTemplate unfiled$public/SupportSelfServiceResetPassword,,,log,📰
email/unfiled$public/Web_to_Case_Sample_1714601664689.email,A,EmailTemplate unfiled$public/Web_to_Case_Sample_1714601664689,,,log,📰
email/unfiled$public/Web_to_Case_Sample_1714601664689.email-meta.xml,A,EmailTemplate unfiled$public/Web_to_Case_Sample_1714601664689,,,log,📰
emailservices/EmailToCase.xml-meta.xml,A,EmailServicesFunction EmailToCase,,,log,📰
entitlementProcesses/standard case.entitlementProcess-meta.xml,A,EntitlementProcess standard case,,,log,📰
escalationRules/Case.escalationRules-meta.xml,A,EscalationRules Case,,,log,📰
flexipages/Broker_Record_Page.flexipage-meta.xml,A,FlexiPage Broker_Record_Page,,,log,📰
flexipages/Property_Explorer.flexipage-meta.xml,A,FlexiPage Property_Explorer,,,log,📰
flexipages/Property_Finder.flexipage-meta.xml,A,FlexiPage Property_Finder,,,log,📰
flexipages/Property_Record_Page.flexipage-meta.xml,A,FlexiPage Property_Record_Page,,,log,📰
flexipages/Settings.flexipage-meta.xml,A,FlexiPage Settings,,,log,📰
flowDefinitions/Add_Generator_Product_to_Named_Opps.flowDefinition-meta.xml,A,FlowDefinition Add_Generator_Product_to_Named_Opps,,,log,📰
flowDefinitions/Add_VIP_to_Description.flowDefinition-meta.xml,A,FlowDefinition Add_VIP_to_Description,,,log,📰
flowDefinitions/Case_Priority_is_High.flowDefinition-meta.xml,A,FlowDefinition Case_Priority_is_High,,,log,📰
flowDefinitions/Check_New_Lead_for_Matching_Account.flowDefinition-meta.xml,A,FlowDefinition Check_New_Lead_for_Matching_Account,,,log,📰
flowDefinitions/Convert_to_Customer.flowDefinition-meta.xml,A,FlowDefinition Convert_to_Customer,,,log,📰
flowDefinitions/Copy_Account_Phone_to_New_Contact.flowDefinition-meta.xml,A,FlowDefinition Copy_Account_Phone_to_New_Contact,,,log,📰
flowDefinitions/Create_Follow_Up_on_New_Prospect.flowDefinition-meta.xml,A,FlowDefinition Create_Follow_Up_on_New_Prospect,,,log,📰
flowDefinitions/Create_Follow_Up_with_Decision_Maker.flowDefinition-meta.xml,A,FlowDefinition Create_Follow_Up_with_Decision_Maker,,,log,📰
flowDefinitions/Create_property.flowDefinition-meta.xml,A,FlowDefinition Create_property,,,log,📰
flowDefinitions/Fetch_Related_Records.flowDefinition-meta.xml,A,FlowDefinition Fetch_Related_Records,,,log,📰
flowDefinitions/Load_Sample_Data.flowDefinition-meta.xml,A,FlowDefinition Load_Sample_Data,,,log,📰
flowDefinitions/Onboarding_Project_Initiation.flowDefinition-meta.xml,A,FlowDefinition Onboarding_Project_Initiation,,,log,📰
flowDefinitions/Post_to_Chatter.flowDefinition-meta.xml,A,FlowDefinition Post_to_Chatter,,,log,📰
flowDefinitions/Post_to_Chatter_on_Account_Change_en_send_email.flowDefinition-meta.xml,A,FlowDefinition Post_to_Chatter_on_Account_Change_en_send_email,,,log,📰
flowDefinitions/Review_Opportunity_with_Account_Owner.flowDefinition-meta.xml,A,FlowDefinition Review_Opportunity_with_Account_Owner,,,log,📰
flowDefinitions/Set_Case_Priority.flowDefinition-meta.xml,A,FlowDefinition Set_Case_Priority,,,log,📰
flowDefinitions/Subflow_Create_Generator_Opp_Product.flowDefinition-meta.xml,A,FlowDefinition Subflow_Create_Generator_Opp_Product,,,log,📰
flowDefinitions/Test6.flowDefinition-meta.xml,A,FlowDefinition Test6,,,log,📰
flowDefinitions/Variables.flowDefinition-meta.xml,A,FlowDefinition Variables,,,log,📰
flowDefinitions/test.flowDefinition-meta.xml,A,FlowDefinition test,,,log,📰
flowDefinitions/test2.flowDefinition-meta.xml,A,FlowDefinition test2,,,log,📰
flowDefinitions/test_chatter.flowDefinition-meta.xml,A,FlowDefinition test_chatter,,,log,📰
flows/Add_Generator_Product_to_Named_Opps.flow-meta.xml,A,Flow Add_Generator_Product_to_Named_Opps,,,log,📰
flows/Add_VIP_to_Description.flow-meta.xml,A,Flow Add_VIP_to_Description,,,log,📰
flows/Case_Priority_is_High.flow-meta.xml,A,Flow Case_Priority_is_High,,,log,📰
flows/Check_New_Lead_for_Matching_Account.flow-meta.xml,A,Flow Check_New_Lead_for_Matching_Account,,,log,📰
flows/Convert_to_Customer.flow-meta.xml,A,Flow Convert_to_Customer,,,log,📰
flows/Copy_Account_Phone_to_New_Contact.flow-meta.xml,A,Flow Copy_Account_Phone_to_New_Contact,,,log,📰
flows/Create_Follow_Up_on_New_Prospect.flow-meta.xml,A,Flow Create_Follow_Up_on_New_Prospect,,,log,📰
flows/Create_Follow_Up_with_Decision_Maker.flow-meta.xml,A,Flow Create_Follow_Up_with_Decision_Maker,,,log,📰
flows/Create_property.flow-meta.xml,A,Flow Create_property,,,log,📰
flows/Fetch_Related_Records.flow-meta.xml,A,Flow Fetch_Related_Records,,,log,📰
flows/Load_Sample_Data.flow-meta.xml,A,Flow Load_Sample_Data,,,log,📰
flows/Onboarding_Project_Initiation.flow-meta.xml,A,Flow Onboarding_Project_Initiation,,,log,📰
flows/Post_to_Chatter.flow-meta.xml,A,Flow Post_to_Chatter,,,log,📰
flows/Post_to_Chatter_on_Account_Change_en_send_email.flow-meta.xml,A,Flow Post_to_Chatter_on_Account_Change_en_send_email,,,log,📰
flows/Review_Opportunity_with_Account_Owner.flow-meta.xml,A,Flow Review_Opportunity_with_Account_Owner,,,log,📰
flows/Set_Case_Priority.flow-meta.xml,A,Flow Set_Case_Priority,,,log,📰
flows/Subflow_Create_Generator_Opp_Product.flow-meta.xml,A,Flow Subflow_Create_Generator_Opp_Product,,,log,📰
flows/Test6.flow-meta.xml,A,Flow Test6,,,log,📰
flows/Variables.flow-meta.xml,A,Flow Variables,,,log,📰
flows/test.flow-meta.xml,A,Flow test,,,log,📰
flows/test2.flow-meta.xml,A,Flow test2,,,log,📰
flows/test_chatter.flow-meta.xml,A,Flow test_chatter,,,log,📰
globalValueSets/Competitor.globalValueSet-meta.xml,A,GlobalValueSet Competitor,,,log,📰
groups/Lead_Routing.group-meta.xml,A,Group Lead_Routing,,,log,📰
homePageLayouts/DE Default.homePageLayout-meta.xml,A,HomePageLayout DE Default,,,log,📰
iframeWhiteListUrlSettings/IframeWhiteListUrlSettings.iframeWhiteListUrlSettings-meta.xml,A,IframeWhiteListUrlSettings IframeWhiteListUrlSettings,,,log,📰
layouts/Account-Account %28Marketing%29 Layout.layout-meta.xml," ",Layout Account-Account %28Marketing%29 Layout,M,,log,📰
layouts/Account-Account %28Sales%29 Layout.layout-meta.xml," ",Layout Account-Account %28Sales%29 Layout,M,,log,📰
layouts/Account-Account %28Support%29 Layout.layout-meta.xml," ",Layout Account-Account %28Support%29 Layout,M,,log,📰
layouts/Account-Account Layout %28BOTanicals%29.layout-meta.xml," ",Layout Account-Account Layout %28BOTanicals%29,M,,log,📰
layouts/Account-Account Layout.layout-meta.xml," ",Layout Account-Account Layout,M,,log,📰
layouts/Broker__c-Broker Layout.layout-meta.xml,A,Layout Broker__c-Broker Layout,,,log,📰
layouts/Property__c-Property Layout.layout-meta.xml,A,Layout Property__c-Property Layout,,,log,📰
lwc/barcodeScanner/barcodeScanner.html,A,LightningComponentBundle barcodeScanner/barcodeScanner.html,,,log,📰
lwc/barcodeScanner/barcodeScanner.js,A,LightningComponentBundle barcodeScanner/barcodeScanner.js,,,log,📰
lwc/barcodeScanner/barcodeScanner.js-meta.xml,A,LightningComponentBundle barcodeScanner/barcodeScanner.js-meta.xml,,,log,📰
lwc/bikeCard/bikeCard.html,A,LightningComponentBundle bikeCard/bikeCard.html,,,log,📰
lwc/bikeCard/bikeCard.js,A,LightningComponentBundle bikeCard/bikeCard.js,,,log,📰
lwc/bikeCard/bikeCard.js-meta.xml,A,LightningComponentBundle bikeCard/bikeCard.js-meta.xml,,,log,📰
lwc/bonjour/bonjour.css,A,LightningComponentBundle bonjour/bonjour.css,,,log,📰
lwc/bonjour/bonjour.html,A,LightningComponentBundle bonjour/bonjour.html,,,log,📰
lwc/bonjour/bonjour.js,A,LightningComponentBundle bonjour/bonjour.js,,,log,📰
lwc/bonjour/bonjour.js-meta.xml,A,LightningComponentBundle bonjour/bonjour.js-meta.xml,,,log,📰
lwc/brokerCard/brokerCard.html,A,LightningComponentBundle brokerCard/brokerCard.html,,,log,📰
lwc/brokerCard/brokerCard.js,A,LightningComponentBundle brokerCard/brokerCard.js,,,log,📰
lwc/brokerCard/brokerCard.js-meta.xml,A,LightningComponentBundle brokerCard/brokerCard.js-meta.xml,,,log,📰
lwc/data/data.js,A,LightningComponentBundle data/data.js,,,log,📰
lwc/data/data.js-meta.xml,A,LightningComponentBundle data/data.js-meta.xml,,,log,📰
lwc/daysOnMarket/daysOnMarket.css,A,LightningComponentBundle daysOnMarket/daysOnMarket.css,,,log,📰
lwc/daysOnMarket/daysOnMarket.html,A,LightningComponentBundle daysOnMarket/daysOnMarket.html,,,log,📰
lwc/daysOnMarket/daysOnMarket.js,A,LightningComponentBundle daysOnMarket/daysOnMarket.js,,,log,📰
lwc/daysOnMarket/daysOnMarket.js-meta.xml,A,LightningComponentBundle daysOnMarket/daysOnMarket.js-meta.xml,,,log,📰
lwc/detail/detail.css,A,LightningComponentBundle detail/detail.css,,,log,📰
lwc/detail/detail.html,A,LightningComponentBundle detail/detail.html,,,log,📰
lwc/detail/detail.js,A,LightningComponentBundle detail/detail.js,,,log,📰
lwc/detail/detail.js-meta.xml,A,LightningComponentBundle detail/detail.js-meta.xml,,,log,📰
lwc/errorPanel/errorPanel.js,A,LightningComponentBundle errorPanel/errorPanel.js,,,log,📰
lwc/errorPanel/errorPanel.js-meta.xml,A,LightningComponentBundle errorPanel/errorPanel.js-meta.xml,,,log,📰
lwc/errorPanel/templates/inlineMessage.html,A,LightningComponentBundle errorPanel/templates/inlineMessage.html,,,log,📰
lwc/errorPanel/templates/noDataIllustration.html,A,LightningComponentBundle errorPanel/templates/noDataIllustration.html,,,log,📰
lwc/helloWorld/helloWorld.html,A,LightningComponentBundle helloWorld/helloWorld.html,,,log,📰
lwc/helloWorld/helloWorld.js,A,LightningComponentBundle helloWorld/helloWorld.js,,,log,📰
lwc/helloWorld/helloWorld.js-meta.xml,A,LightningComponentBundle helloWorld/helloWorld.js-meta.xml,,,log,📰
lwc/housingMap/housingMap.html,A,LightningComponentBundle housingMap/housingMap.html,,,log,📰
lwc/housingMap/housingMap.js,A,LightningComponentBundle housingMap/housingMap.js,,,log,📰
lwc/housingMap/housingMap.js-meta.xml,A,LightningComponentBundle housingMap/housingMap.js-meta.xml,,,log,📰
lwc/ldsUtils/ldsUtils.js,A,LightningComponentBundle ldsUtils/ldsUtils.js,,,log,📰
lwc/ldsUtils/ldsUtils.js-meta.xml,A,LightningComponentBundle ldsUtils/ldsUtils.js-meta.xml,,,log,📰
lwc/list/list.css,A,LightningComponentBundle list/list.css,,,log,📰
lwc/list/list.html,A,LightningComponentBundle list/list.html,,,log,📰
lwc/list/list.js,A,LightningComponentBundle list/list.js,,,log,📰
lwc/list/list.js-meta.xml,A,LightningComponentBundle list/list.js-meta.xml,,,log,📰
lwc/listContactsFromDevice/listContactsFromDevice.html,A,LightningComponentBundle listContactsFromDevice/listContactsFromDevice.html,,,log,📰
lwc/listContactsFromDevice/listContactsFromDevice.js,A,LightningComponentBundle listContactsFromDevice/listContactsFromDevice.js,,,log,📰
lwc/listContactsFromDevice/listContactsFromDevice.js-meta.xml,A,LightningComponentBundle listContactsFromDevice/listContactsFromDevice.js-meta.xml,,,log,📰
lwc/navigateToRecord/navigateToRecord.html,A,LightningComponentBundle navigateToRecord/navigateToRecord.html,,,log,📰
lwc/navigateToRecord/navigateToRecord.js,A,LightningComponentBundle navigateToRecord/navigateToRecord.js,,,log,📰
lwc/navigateToRecord/navigateToRecord.js-meta.xml,A,LightningComponentBundle navigateToRecord/navigateToRecord.js-meta.xml,,,log,📰
lwc/paginator/paginator.html,A,LightningComponentBundle paginator/paginator.html,,,log,📰
lwc/paginator/paginator.js,A,LightningComponentBundle paginator/paginator.js,,,log,📰
lwc/paginator/paginator.js-meta.xml,A,LightningComponentBundle paginator/paginator.js-meta.xml,,,log,📰
lwc/propertyCarousel/propertyCarousel.html,A,LightningComponentBundle propertyCarousel/propertyCarousel.html,,,log,📰
lwc/propertyCarousel/propertyCarousel.js,A,LightningComponentBundle propertyCarousel/propertyCarousel.js,,,log,📰
lwc/propertyCarousel/propertyCarousel.js-meta.xml,A,LightningComponentBundle propertyCarousel/propertyCarousel.js-meta.xml,,,log,📰
lwc/propertyFilter/propertyFilter.html,A,LightningComponentBundle propertyFilter/propertyFilter.html,,,log,📰
lwc/propertyFilter/propertyFilter.js,A,LightningComponentBundle propertyFilter/propertyFilter.js,,,log,📰
lwc/propertyFilter/propertyFilter.js-meta.xml,A,LightningComponentBundle propertyFilter/propertyFilter.js-meta.xml,,,log,📰
lwc/propertyLocation/propertyLocation.html,A,LightningComponentBundle propertyLocation/propertyLocation.html,,,log,📰
lwc/propertyLocation/propertyLocation.js,A,LightningComponentBundle propertyLocation/propertyLocation.js,,,log,📰
lwc/propertyLocation/propertyLocation.js-meta.xml,A,LightningComponentBundle propertyLocation/propertyLocation.js-meta.xml,,,log,📰
lwc/propertyMap/propertyMap.html,A,LightningComponentBundle propertyMap/propertyMap.html,,,log,📰
lwc/propertyMap/propertyMap.js,A,LightningComponentBundle propertyMap/propertyMap.js,,,log,📰
lwc/propertyMap/propertyMap.js-meta.xml,A,LightningComponentBundle propertyMap/propertyMap.js-meta.xml,,,log,📰
lwc/propertySummary/propertySummary.html,A,LightningComponentBundle propertySummary/propertySummary.html,,,log,📰
lwc/propertySummary/propertySummary.js,A,LightningComponentBundle propertySummary/propertySummary.js,,,log,📰
lwc/propertySummary/propertySummary.js-meta.xml,A,LightningComponentBundle propertySummary/propertySummary.js-meta.xml,,,log,📰
lwc/propertyTile/propertyTile.css,A,LightningComponentBundle propertyTile/propertyTile.css,,,log,📰
lwc/propertyTile/propertyTile.html,A,LightningComponentBundle propertyTile/propertyTile.html,,,log,📰
lwc/propertyTile/propertyTile.js,A,LightningComponentBundle propertyTile/propertyTile.js,,,log,📰
lwc/propertyTile/propertyTile.js-meta.xml,A,LightningComponentBundle propertyTile/propertyTile.js-meta.xml,,,log,📰
lwc/propertyTileList/propertyTileList.css,A,LightningComponentBundle propertyTileList/propertyTileList.css,,,log,📰
lwc/propertyTileList/propertyTileList.html,A,LightningComponentBundle propertyTileList/propertyTileList.html,,,log,📰
lwc/propertyTileList/propertyTileList.js,A,LightningComponentBundle propertyTileList/propertyTileList.js,,,log,📰
lwc/propertyTileList/propertyTileList.js-meta.xml,A,LightningComponentBundle propertyTileList/propertyTileList.js-meta.xml,,,log,📰
lwc/sampleDataImporter/sampleDataImporter.html,A,LightningComponentBundle sampleDataImporter/sampleDataImporter.html,,,log,📰
lwc/sampleDataImporter/sampleDataImporter.js,A,LightningComponentBundle sampleDataImporter/sampleDataImporter.js,,,log,📰
lwc/sampleDataImporter/sampleDataImporter.js-meta.xml,A,LightningComponentBundle sampleDataImporter/sampleDataImporter.js-meta.xml,,,log,📰
lwc/selector/selector.css,A,LightningComponentBundle selector/selector.css,,,log,📰
lwc/selector/selector.html,A,LightningComponentBundle selector/selector.html,,,log,📰
lwc/selector/selector.js,A,LightningComponentBundle selector/selector.js,,,log,📰
lwc/selector/selector.js-meta.xml,A,LightningComponentBundle selector/selector.js-meta.xml,,,log,📰
lwc/tile/tile.css,A,LightningComponentBundle tile/tile.css,,,log,📰
lwc/tile/tile.html,A,LightningComponentBundle tile/tile.html,,,log,📰
lwc/tile/tile.js,A,LightningComponentBundle tile/tile.js,,,log,📰
lwc/tile/tile.js-meta.xml,A,LightningComponentBundle tile/tile.js-meta.xml,,,log,📰
managedContentTypes/cms_document.managedContentType-meta.xml,A,ManagedContentType cms_document,,,log,📰
managedContentTypes/cms_image.managedContentType-meta.xml,A,ManagedContentType cms_image,,,log,📰
managedContentTypes/news.managedContentType-meta.xml,A,ManagedContentType news,,,log,📰
matchingRules/Account.matchingRule-meta.xml,A,MatchingRules Account,,,log,📰
matchingRules/Contact.matchingRule-meta.xml,A,MatchingRules Contact,,,log,📰
matchingRules/Individual.matchingRule-meta.xml,A,MatchingRules Individual,,,log,📰
matchingRules/Lead.matchingRule-meta.xml,A,MatchingRules Lead,,,log,📰
