File,ChangeType,FileHuman,WorkingDir,PrevName,severity,severityIcon
standardValueSets/EventSubject.standardValueSet-meta.xml,A,StandardValueSet EventSubject,,,log,📰
standardValueSets/EventType.standardValueSet-meta.xml,A,StandardValueSet EventType,,,log,📰
standardValueSets/FiscalYearPeriodPrefix.standardValueSet-meta.xml,A,StandardValueSet FiscalYearPeriodPrefix,,,log,📰
standardValueSets/FiscalYearQuarterName.standardValueSet-meta.xml,A,StandardValueSet FiscalYearQuarterName,,,log,📰
standardValueSets/FiscalYearQuarterPrefix.standardValueSet-meta.xml,A,StandardValueSet FiscalYearQuarterPrefix,,,log,📰
standardValueSets/Industry.standardValueSet-meta.xml,A,StandardValueSet Industry,,,log,📰
standardValueSets/LeadSource.standardValueSet-meta.xml,A,StandardValueSet LeadSource,,,log,📰
standardValueSets/LeadStatus.standardValueSet-meta.xml,A,StandardValueSet LeadStatus,,,log,📰
standardValueSets/OpportunityStage.standardValueSet-meta.xml,A,StandardValueSet OpportunityStage,,,log,📰
standardValueSets/OpportunityType.standardValueSet-meta.xml,A,StandardValueSet OpportunityType,,,log,📰
standardValueSets/OrderStatus.standardValueSet-meta.xml,A,StandardValueSet OrderStatus,,,log,📰
standardValueSets/PartnerRole.standardValueSet-meta.xml,A,StandardValueSet PartnerRole,,,log,📰
standardValueSets/ProcessExceptionCategory.standardValueSet-meta.xml,A,StandardValueSet ProcessExceptionCategory,,,log,📰
standardValueSets/ProcessExceptionPriority.standardValueSet-meta.xml,A,StandardValueSet ProcessExceptionPriority,,,log,📰
standardValueSets/ProcessExceptionSeverity.standardValueSet-meta.xml,A,StandardValueSet ProcessExceptionSeverity,,,log,📰
standardValueSets/ProcessExceptionStatus.standardValueSet-meta.xml,A,StandardValueSet ProcessExceptionStatus,,,log,📰
standardValueSets/Product2Family.standardValueSet-meta.xml,A,StandardValueSet Product2Family,,,log,📰
standardValueSets/QuantityUnitOfMeasure.standardValueSet-meta.xml,A,StandardValueSet QuantityUnitOfMeasure,,,log,📰
standardValueSets/QuickTextCategory.standardValueSet-meta.xml,A,StandardValueSet QuickTextCategory,,,log,📰
standardValueSets/QuickTextChannel.standardValueSet-meta.xml,A,StandardValueSet QuickTextChannel,,,log,📰
standardValueSets/QuoteStatus.standardValueSet-meta.xml,A,StandardValueSet QuoteStatus,,,log,📰
standardValueSets/Salutation.standardValueSet-meta.xml,A,StandardValueSet Salutation,,,log,📰
standardValueSets/ServiceContractApprovalStatus.standardValueSet-meta.xml,A,StandardValueSet ServiceContractApprovalStatus,,,log,📰
standardValueSets/SolutionStatus.standardValueSet-meta.xml,A,StandardValueSet SolutionStatus,,,log,📰
standardValueSets/TaskPriority.standardValueSet-meta.xml,A,StandardValueSet TaskPriority,,,log,📰
standardValueSets/TaskStatus.standardValueSet-meta.xml,A,StandardValueSet TaskStatus,,,log,📰
standardValueSets/TaskSubject.standardValueSet-meta.xml,A,StandardValueSet TaskSubject,,,log,📰
standardValueSets/TaskType.standardValueSet-meta.xml,A,StandardValueSet TaskType,,,log,📰
standardValueSets/WorkOrderLineItemStatus.standardValueSet-meta.xml,A,StandardValueSet WorkOrderLineItemStatus,,,log,📰
standardValueSets/WorkOrderPriority.standardValueSet-meta.xml,A,StandardValueSet WorkOrderPriority,,,log,📰
standardValueSets/WorkOrderStatus.standardValueSet-meta.xml,A,StandardValueSet WorkOrderStatus,,,log,📰
staticresources/leaflet.resource-meta.xml,A,StaticResource leaflet,,,log,📰
staticresources/leaflet/images/layers-2x.png,A,StaticResource leaflet/images/layers-2x.png,,,log,📰
staticresources/leaflet/images/layers.png,A,StaticResource leaflet/images/layers.png,,,log,📰
staticresources/leaflet/images/marker-icon-2x.png,A,StaticResource leaflet/images/marker-icon-2x.png,,,log,📰
staticresources/leaflet/images/marker-icon.png,A,StaticResource leaflet/images/marker-icon.png,,,log,📰
staticresources/leaflet/images/marker-shadow.png,A,StaticResource leaflet/images/marker-shadow.png,,,log,📰
staticresources/leaflet/leaflet-src.js,A,StaticResource leaflet/leaflet-src.js,,,log,📰
staticresources/leaflet/leaflet-src.map,A,StaticResource leaflet/leaflet-src.map,,,log,📰
staticresources/leaflet/leaflet.css,A,StaticResource leaflet/leaflet.css,,,log,📰
staticresources/leaflet/leaflet.js,A,StaticResource leaflet/leaflet.js,,,log,📰
staticresources/sample_data_brokers.json,A,StaticResource sample_data_brokers.json,,,log,📰
staticresources/sample_data_brokers.resource-meta.xml,A,StaticResource sample_data_brokers,,,log,📰
staticresources/sample_data_contacts.json,A,StaticResource sample_data_contacts.json,,,log,📰
staticresources/sample_data_contacts.resource-meta.xml,A,StaticResource sample_data_contacts,,,log,📰
staticresources/sample_data_properties.json,A,StaticResource sample_data_properties.json,,,log,📰
staticresources/sample_data_properties.resource-meta.xml,A,StaticResource sample_data_properties,,,log,📰
tabs/Broker__c.tab-meta.xml,A,CustomTab Broker__c,,,log,📰
tabs/Property_Explorer.tab-meta.xml,A,CustomTab Property_Explorer,,,log,📰
tabs/Property_Finder.tab-meta.xml,A,CustomTab Property_Finder,,,log,📰
tabs/Property__c.tab-meta.xml,A,CustomTab Property__c,,,log,📰
tabs/Settings.tab-meta.xml,A,CustomTab Settings,,,log,📰
territory2Models/Europe/Europe.territory2Model-meta.xml,A,Territory2Model Europe/Europe,,,log,📰
testSuites/test_exemple.testSuite-meta.xml,A,ApexTestSuite test_exemple,,,log,📰
topicsForObjects/Account.topicsForObjects-meta.xml,A,TopicsForObjects Account,,,log,📰
topicsForObjects/Asset.topicsForObjects-meta.xml,A,TopicsForObjects Asset,,,log,📰
topicsForObjects/Broker__c.topicsForObjects-meta.xml,A,TopicsForObjects Broker__c,,,log,📰
topicsForObjects/Campaign.topicsForObjects-meta.xml,A,TopicsForObjects Campaign,,,log,📰
topicsForObjects/Case.topicsForObjects-meta.xml,A,TopicsForObjects Case,,,log,📰
topicsForObjects/ChangeRequest.topicsForObjects-meta.xml,A,TopicsForObjects ChangeRequest,,,log,📰
topicsForObjects/Contact.topicsForObjects-meta.xml,A,TopicsForObjects Contact,,,log,📰
topicsForObjects/ContentDocument.topicsForObjects-meta.xml,A,TopicsForObjects ContentDocument,,,log,📰
topicsForObjects/Contract.topicsForObjects-meta.xml,A,TopicsForObjects Contract,,,log,📰
topicsForObjects/Event.topicsForObjects-meta.xml,A,TopicsForObjects Event,,,log,📰
topicsForObjects/House__c.topicsForObjects-meta.xml,A,TopicsForObjects House__c,,,log,📰
topicsForObjects/Incident.topicsForObjects-meta.xml,A,TopicsForObjects Incident,,,log,📰
topicsForObjects/Knowledge__kav.topicsForObjects-meta.xml,A,TopicsForObjects Knowledge__kav,,,log,📰
topicsForObjects/Lead.topicsForObjects-meta.xml,A,TopicsForObjects Lead,,,log,📰
topicsForObjects/LinkedArticle.topicsForObjects-meta.xml,A,TopicsForObjects LinkedArticle,,,log,📰
topicsForObjects/Opportunity.topicsForObjects-meta.xml,A,TopicsForObjects Opportunity,,,log,📰
topicsForObjects/Order.topicsForObjects-meta.xml,A,TopicsForObjects Order,,,log,📰
topicsForObjects/Problem.topicsForObjects-meta.xml,A,TopicsForObjects Problem,,,log,📰
topicsForObjects/Property__c.topicsForObjects-meta.xml,A,TopicsForObjects Property__c,,,log,📰
topicsForObjects/ServiceResource.topicsForObjects-meta.xml,A,TopicsForObjects ServiceResource,,,log,📰
topicsForObjects/ServiceResourceSkill.topicsForObjects-meta.xml,A,TopicsForObjects ServiceResourceSkill,,,log,📰
topicsForObjects/Solution.topicsForObjects-meta.xml,A,TopicsForObjects Solution,,,log,📰
topicsForObjects/Task.topicsForObjects-meta.xml,A,TopicsForObjects Task,,,log,📰
topicsForObjects/WorkOrder.topicsForObjects-meta.xml,A,TopicsForObjects WorkOrder,,,log,📰
topicsForObjects/WorkOrderLineItem.topicsForObjects-meta.xml,A,TopicsForObjects WorkOrderLineItem,,,log,📰
topicsForObjects/WorkPlan.topicsForObjects-meta.xml,A,TopicsForObjects WorkPlan,,,log,📰
topicsForObjects/WorkPlanTemplate.topicsForObjects-meta.xml,A,TopicsForObjects WorkPlanTemplate,,,log,📰
topicsForObjects/WorkPlanTemplateEntry.topicsForObjects-meta.xml,A,TopicsForObjects WorkPlanTemplateEntry,,,log,📰
topicsForObjects/WorkStep.topicsForObjects-meta.xml,A,TopicsForObjects WorkStep,,,log,📰
topicsForObjects/WorkStepTemplate.topicsForObjects-meta.xml,A,TopicsForObjects WorkStepTemplate,,,log,📰
translations/de.translation-meta.xml,A,Translations de,,,log,📰
translations/en_US.translation-meta.xml,A,Translations en_US,,,log,📰
translations/es_MX.translation-meta.xml,A,Translations es_MX,,,log,📰
translations/fr.translation-meta.xml,A,Translations fr,,,log,📰
translations/ja.translation-meta.xml,A,Translations ja,,,log,📰
translations/ko.translation-meta.xml,A,Translations ko,,,log,📰
translations/pt_BR.translation-meta.xml,A,Translations pt_BR,,,log,📰
translations/zh_CN.translation-meta.xml,A,Translations zh_CN,,,log,📰
useraccesspolicies/test_policy.useraccesspolicy-meta.xml,A,UserAccessPolicy test_policy,,,log,📰
useraccesspolicies/user_ca.useraccesspolicy-meta.xml,A,UserAccessPolicy user_ca,,,log,📰
hardis-report/legacy-api-calls-master.csv,A,hardis-report/legacy-api-calls-master.csv,,,log,📰
hardis-report/org-limits-master.csv,A,hardis-report/org-limits-master.csv,,,log,📰
hardis-report/release-updates-master.csv,A,hardis-report/release-updates-master.csv,,,log,📰
hardis-report/xls/org-limits-master.xlsx,A,hardis-report/xls/org-limits-master.xlsx,,,log,📰
hardis-report/xls/release-updates-master.xlsx,A,hardis-report/xls/release-updates-master.xlsx,,,log,📰
installedPackages/BOTanicalsMP.json,A,InstalledPackage BOTanicalsMP.json,,,log,📰
installedPackages/Code Builder.json,A,InstalledPackage Code Builder.json,,,log,📰
installedPackages/DreamhouseLWC.json,A,InstalledPackage DreamhouseLWC.json,,,log,📰
installedPackages/Einstein Article Recommendations Value.json,A,InstalledPackage Einstein Article Recommendations Value.json,,,log,📰
installedPackages/Lightning Connect Quickstart.json,A,InstalledPackage Lightning Connect Quickstart.json,,,log,📰
installedPackages/Salesforce Connected Apps.json,A,InstalledPackage Salesforce Connected Apps.json,,,log,📰
installedPackages/Trailhead Playground.json,A,InstalledPackage Trailhead Playground.json,,,log,📰
manifest/package-all-org-items.xml,A,manifest/package-all-org-items.xml,,,log,📰
manifest/package-backup-items.xml,A,manifest/package-backup-items.xml,,,log,📰
